PRIMARY_SAMPLE_UNIT,YEAR,MONTH,DAY,STATION_NR,LAT_DEGREES,LON_DEGREES,DEPTH,UNDERWATER_VISIBILITY,MAPGRID_NR,HABITAT_CD,ZONE_NR,SUBREGION_NR,MPA_NR,SPECIES_NR,SPECIES_CD,LEN,NUM,TIME_SEEN,PROT,STRAT,REGION
147U,2012,8,16,2,24.8707667,-80.5769167,11.9,11.4,7362504,SPGR_LR,4,10,0,417,HET LONG,0,0,1,0,FMLR,FLA KEYS
148U,2012,8,31,2,24.90275,-80.5342167,9.3,6.9,7445022,CONT_LR,4,10,0,167,STE PART,4.5,1,1,0,FMLR,FLA KEYS
149U,2012,8,31,1,24.9015,-80.5357667,10.1,7.6,7441271,CONT_LR,4,10,0,167,STE PART,3.5,1.125,1,0,FMLR,FLA KEYS
150U,2012,9,20,1,24.7518833,-80.7598167,13.4,5.3,7017438,SPGR_LR,4,9,0,184,SPA RADI,4,1.25,2,0,FMLR,FLA KEYS
151U,2012,9,18,1,24.7658,-80.7365667,14.3,7.1,7062446,SPGR_LR,4,9,0,153,HOL CILI,17,0.5,2,0,FMLR,FLA KEYS
152U,2012,8,15,2,24.80615,-80.6762833,15.9,11.4,7174968,CONT_LR,4,10,0,74,COR GLAU,1,1.5,1,0,FMLR,FLA KEYS
154U,2012,8,16,1,24.87375,-80.5708333,16.2,9.9,7373756,SPGR_LR,4,10,0,70,EUC ARGE,0,0,1,0,FMLR,FLA KEYS
155U,2012,8,31,2,24.8962,-80.5399333,14.6,7.6,7433768,SPGR_LR,4,10,0,213,LIO EUKR,0,0,1,0,FMLR,FLA KEYS
156U,2012,8,30,1,24.9052833,-80.5244,20.1,4.7,7463773,SPGR_LR,4,10,0,91,HAE CARB,0,0,1,0,FDLR,FLA KEYS
157U,2012,8,30,2,24.9107167,-80.5141,21.3,4.9,7482526,SPGR_LR,4,10,0,213,LIO EUKR,0,0,1,0,FDLR,FLA KEYS
158U,2012,8,31,2,24.9317667,-80.4843,14.3,12.2,7538788,SPGR_LR,4,10,0,75,COR PERS,1,1,1,0,FMLR,FLA KEYS
159U,2012,6,23,1,24.9377167,-80.4733667,15.2,14.5,7557541,SPGR_LR,4,10,0,177,SCA ISER,16,1.375,1,0,FMLR,FLA KEYS
160U,2012,8,30,2,24.9226833,-80.49435,23.5,6.1,7520033,SPGR_LR,4,10,0,173,CRY ROSE,0,0,1,0,FDLR,FLA KEYS
161U,2012,8,30,2,24.9210333,-80.4926333,25,6.1,7523782,SPGR_LR,4,10,0,76,ALU MONO,0,0,1,0,FDLR,FLA KEYS
164U,2012,7,19,1,25.0581667,-80.3822167,2.3,7.6,7730108,ISOL_MR,2,11,0,120,XYR NOVA,0,0,1,0,MCPR,FLA KEYS
166U,2012,7,19,2,25.0639167,-80.3761333,2,7.6,7741361,ISOL_MR,2,11,0,59,MAL TRIA,0,0,1,0,MCPR,FLA KEYS
167U,2012,7,19,2,25.0835833,-80.37295,2.7,5.3,7748872,ISOL_MR,2,11,0,144,OPI WHIT,0,0,1,0,MCPR,FLA KEYS
170U,2012,8,16,1,25.2166667,-80.287,1.5,5.2,7910196,ISOL_MR,2,11,0,39,CAR RUBE,7,20,1,0,MCPR,FLA KEYS
171U,2012,8,16,1,25.2129333,-80.2852167,2.4,5.2,7913944,ISOL_MR,2,11,0,425,LAB KALI,0,0,1,0,MCPR,FLA KEYS
172U,2012,8,16,2,25.2237,-80.2711833,3.2,4.6,7940200,ISOL_MR,2,11,0,49,CHA OCEL,4,0.5,1,0,MCPR,FLA KEYS
173U,2012,8,16,1,25.2171,-80.26805,3,4.7,7943946,ISOL_MR,2,11,0,36,CAR CRYS,0,0,1,0,MCPR,FLA KEYS
174U,2012,8,16,1,25.2337333,-80.2619667,1.5,4.7,7955206,ISOL_MR,2,11,0,188,PAR ACUM,0,0,1,0,MCPR,FLA KEYS
175U,2012,8,16,2,25.2314333,-80.2628167,2.3,3.8,7955204,ISOL_MR,2,11,0,41,DEC PUNC,0,0,1,0,MCPR,FLA KEYS
177U,2012,8,14,1,25.2789333,-80.2343833,3.4,4.7,8007731,ISOL_MR,2,11,0,59,MAL TRIA,0,0,1,0,MCPR,FLA KEYS
178U,2012,8,14,2,25.3002167,-80.2295167,4.7,5.8,8015243,ISOL_MR,2,11,0,428,GRA LORE,0,0,1,0,MCPR,FLA KEYS
179U,2012,8,14,2,25.2990167,-80.2282,2.7,5.6,8018992,ISOL_MR,2,11,0,12,HYP HARR,0,0,1,0,MCPR,FLA KEYS
180U,2012,8,14,1,25.2898333,-80.2277667,2.9,4.9,8018987,ISOL_MR,2,11,0,236,SYN FOET,0,0,1,0,MCPR,FLA KEYS
181U,2012,7,17,2,25.0234833,-80.4074833,2.4,17.5,7681339,ISOL_MR,3,11,0,128,LUT CYAN,0,0,1,0,OFPR,FLA KEYS
182U,2012,7,17,2,25.0237,-80.4064333,2.7,13.7,7685089,ISOL_MR,3,11,0,230,CHA LIMB,0,0,1,0,OFPR,FLA KEYS
183U,2012,7,17,1,25.0115,-80.4045667,5.3,17.5,7688832,CONT_LR,4,11,0,180,SCA VETU,0,0,1,0,FSLR,FLA KEYS
185U,2012,7,19,2,25.04975,-80.3694333,4.1,9.1,7756354,ISOL_MR,3,11,0,59,MAL TRIA,0,0,1,0,OFPR,FLA KEYS
186U,2012,7,18,2,25.0359333,-80.3662667,8.7,16,7760096,ISOL_MR,3,11,0,123,LAC MAXI,24,0.5,1,0,OFPR,FLA KEYS
187U,2012,9,11,2,25.0980833,-80.32085,4.7,15.2,7846380,ISOL_MR,3,11,0,290,IST PLAT,0,0,1,0,OFPR,FLA KEYS
188U,2012,9,20,2,25.1528667,-80.2688667,7.6,16,7943911,ISOL_MR,3,11,0,42,ELA BIPI,0,0,1,0,OFPR,FLA KEYS
189U,2012,9,20,1,25.1527,-80.26375,13.1,16,7955161,ISOL_MR,3,11,0,108,INE VITT,0,0,1,0,OFPR,FLA KEYS
190U,2012,9,19,1,25.20115,-80.2607167,2.9,9.1,7958938,ISOL_MR,3,11,0,168,STE PLAN,0,0,1,0,OFPR,FLA KEYS
191U,2012,9,19,1,25.1886667,-80.2497,5.2,13.7,7977681,ISOL_MR,3,11,0,167,STE PART,3,1.5,1,0,OFPR,FLA KEYS
192U,2012,8,21,1,25.2089667,-80.2432833,3,9.8,7992692,ISOL_MR,3,11,0,128,LUT CYAN,0,0,1,0,OFPR,FLA KEYS
193U,2012,8,21,2,25.2187667,-80.2271167,4,9.1,8022697,ISOL_MR,3,11,0,175,SCA COEL,0,0,1,0,OFPR,FLA KEYS
194U,2012,8,21,1,25.2433667,-80.2190167,5.6,9.1,8037711,ISOL_MR,3,11,0,36,CAR CRYS,0,0,1,0,OFPR,FLA KEYS
195U,2012,8,21,1,25.25555,-80.2152833,5.2,9.1,8045218,ISOL_MR,3,11,0,93,HAE FLAV,13,0.5,1,0,OFPR,FLA KEYS
196U,2012,9,21,2,25.1477833,-80.2931833,6.1,4.6,7898908,SPGR_HR,3,11,0,428,GRA LORE,0,0,1,0,HRRF,FLA KEYS
197U,2012,9,20,1,25.13005,-80.29535,5,8.5,7895148,ISOL_MR,3,11,0,709,OGC SPE.,0,0,1,0,OFPR,FLA KEYS
198U,2012,9,21,1,25.1552667,-80.2870167,5.8,8.4,7910162,SPGR_HR,3,11,0,182,SPA AURO,18.5,0.75,1,0,HRRF,FLA KEYS
199U,2012,9,21,2,25.1645167,-80.28245,3.8,11.4,7917667,ISOL_MR,3,11,0,411,LAB FILA,0,0,1,0,OFPR,FLA KEYS
200U,2012,9,19,2,25.1725667,-80.2524,10.7,13,7973922,ISOL_MR,3,11,0,168,STE PLAN,5.5,0.25,1,0,OFPR,FLA KEYS
201U,2012,8,14,1,25.2940833,-80.2202,1.7,7.2,8033989,ISOL_MR,3,11,0,222,SER TABA,0,0,1,0,OFPR,FLA KEYS
202U,2012,7,18,2,25.0495667,-80.3506833,3.7,10.7,7790103,CONT_LR,4,11,0,185,SPA RUBR,25,0.5,1,0,FSLR,FLA KEYS
203U,2012,9,11,2,25.0804333,-80.3263,5.2,16,7835121,ISOL_LR,4,11,0,9,ACA COER,12,0.5,1,0,FSLR,FLA KEYS
204U,2012,9,19,2,25.18925,-80.2590667,3.7,12.2,7962681,CONT_LR,4,11,0,9,ACA COER,5,0.5,1,0,FSLR,FLA KEYS
205U,2012,8,21,1,25.2086167,-80.24525,2.4,9.9,7988942,ISOL_LR,4,11,0,290,IST PLAT,0,0,1,0,FSLR,FLA KEYS
206U,2012,8,21,2,25.2275,-80.2352667,3.1,9.1,8007702,CONT_LR,4,11,0,233,ELA RAND,0,0,1,0,FSLR,FLA KEYS
207U,2012,8,21,1,25.2306167,-80.2282333,3.4,9.9,8018954,CONT_LR,4,11,0,195,SCO REGA,0,0,1,0,FSLR,FLA KEYS
208U,2012,8,21,2,25.2355667,-80.2264833,3.7,10.7,8022707,CONT_LR,4,11,0,104,HOL RUFU,0,0,1,0,FSLR,FLA KEYS
210U,2012,6,22,1,24.9906167,-80.407,15.5,9.1,7685071,SPGR_LR,4,11,0,178,SCA GUAC,0,0,1,0,FMLR,FLA KEYS
211U,2012,6,21,2,25.0308667,-80.3548833,10.7,7.6,7782593,CONT_LR,4,11,0,258,DIP ARGE,0,0,1,0,FMLR,FLA KEYS
212U,2012,6,21,2,25.0376167,-80.3433833,15.9,12.2,7805097,SPGR_LR,4,11,0,290,IST PLAT,0,0,1,0,FMLR,FLA KEYS
213U,2012,6,21,2,25.03815,-80.3425,23,12.2,7805097,SPGR_LR,4,11,0,78,ELA EVEL,0,0,1,0,FDLR,FLA KEYS
214U,2012,9,20,1,25.1425833,-80.2535833,23.9,14.5,7973905,SPGR_LR,4,11,0,263,CHI SCHO,0,0,1,0,FDLR,FLA KEYS
215U,2012,9,19,1,25.1998167,-80.2245333,7.6,9.9,8026437,SPGR_HR,4,11,0,178,SCA GUAC,40,0.5,1,0,HRRF,FLA KEYS
216U,2012,6,21,2,25.1955667,-80.2260333,10.2,5.3,8022685,SPGR_LR,4,11,0,424,ENN ALTI,0,0,1,0,FMLR,FLA KEYS
217U,2012,6,21,1,25.0783333,-80.3175167,8.2,9.1,7853869,CONT_LR,4,11,0,40,DEC MACA,0,0,1,0,FMLR,FLA KEYS
218U,2012,6,21,2,25.0767167,-80.3169833,7.6,7.6,7853869,CONT_LR,4,11,0,214,MYC BONA,0,0,1,0,FMLR,FLA KEYS
219U,2012,6,21,2,25.0936,-80.3056167,7.6,7.6,7876378,CONT_LR,4,11,0,708,XYR SPE.,0,0,1,0,FMLR,FLA KEYS
220U,2012,9,11,1,25.1044833,-80.296,9.4,19.8,7891384,ISOL_LR,4,11,0,436,BOL BOQU,0,0,1,0,FMLR,FLA KEYS
222U,2012,9,19,1,25.15475,-80.2565667,8.7,15.2,7966412,CONT_LR,4,11,0,201,EPI GUTT,0,0,1,0,FMLR,FLA KEYS
223U,2012,9,19,2,25.1764333,-80.2488,13.6,12.2,7981424,SPGR_LR,4,11,0,208,HYP INDI,0,0,1,0,FMLR,FLA KEYS
224U,2012,8,14,1,25.2680167,-80.2107,5.5,16.8,8052725,CONT_LR,4,11,0,208,HYP INDI,0,0,1,0,FMLR,FLA KEYS
225U,2012,8,14,1,25.2648667,-80.2027167,11.9,10.7,8067723,SPGR_LR,4,11,0,214,MYC BONA,0,0,1,0,FMLR,FLA KEYS
226U,2012,6,21,1,25.1654,-80.2347,23.2,11.4,8007668,SPGR_LR,4,11,0,179,SCA TAEN,0,0,1,0,FDLR,FLA KEYS
227U,2012,6,21,1,25.1817,-80.2309167,14,12.2,8015177,ISOL_LR,4,11,0,134,MAL PLUM,40,0.5,1,0,FMLR,FLA KEYS
228U,2012,7,17,2,25.0072667,-80.3826667,8.8,27.4,7730080,CONT_LR,4,11,0,187,SPA VIRI,18,0.5,1,0,FMLR,FLA KEYS
229U,2012,7,18,2,25.0214333,-80.3630167,12,11.4,7767588,SPGR_LR,4,11,0,45,TRA FALC,0,0,1,0,FMLR,FLA KEYS
230U,2012,6,21,1,25.0684333,-80.3176833,21.6,9.1,7853864,SPGR_LR,4,11,0,13,AUL MACU,0,0,1,0,FDLR,FLA KEYS
231U,2012,6,21,2,25.1128167,-80.2808667,16.5,9.1,7921389,SPGR_LR,4,11,0,13,AUL MACU,0,0,1,0,FMLR,FLA KEYS
232U,2012,6,21,1,25.1819833,-80.2349667,10.2,9.9,8007677,SPGR_LR,4,11,0,38,CAR LATU,0,0,1,0,FMLR,FLA KEYS
233U,2012,6,21,1,25.1937,-80.2271,10.4,6.9,8022684,SPGR_LR,4,11,0,167,STE PART,4,2.5,1,0,FMLR,FLA KEYS
234U,2012,6,22,1,25.2412333,-80.1932,20.3,11.4,8086460,SPGR_LR,4,11,0,122,XYR SPLE,0,0,1,0,FDLR,FLA KEYS
235U,2012,6,22,2,25.26105,-80.183,18.7,9.9,8105221,SPGR_LR,4,11,0,124,THA BIFA,7,0.5,1,0,FDLR,FLA KEYS
236U,2012,8,14,2,25.2784833,-80.1835333,12.2,12.8,8105231,SPGR_LR,4,11,0,167,STE PART,4,1,1,0,FMLR,FLA KEYS
237U,2012,6,21,2,25.0259333,-80.3542,24.7,15.2,7782590,SPGR_LR,4,11,0,182,SPA AURO,3,1,1,0,FDLR,FLA KEYS
238U,2012,6,21,1,25.02565,-80.3545833,21.6,15.2,7782590,SPGR_LR,4,11,0,158,CHR CYAN,4,0.5,1,0,FDLR,FLA KEYS
239U,2012,6,21,2,25.0663833,-80.3189667,23.6,9.1,7850113,SPGR_LR,4,11,0,179,SCA TAEN,13,1,1,0,FDLR,FLA KEYS
240U,2012,6,21,1,25.1145167,-80.2783833,20.9,9.1,7925140,SPGR_LR,4,11,0,111,CLE PARR,6,1,1,0,FDLR,FLA KEYS
241U,2012,6,21,2,25.15165,-80.24635,20.9,10.7,7985160,SPGR_LR,4,11,0,155,POM ARCU,30,0.5,2,0,FDLR,FLA KEYS
242U,2012,6,21,2,25.1607833,-80.238,23.8,10.7,8000165,SPGR_LR,4,11,0,19,CAN PULL,0,0,1,0,FDLR,FLA KEYS
243U,2012,6,22,2,25.2372333,-80.1937,26.8,15.2,8086458,SPGR_LR,4,11,0,97,HAE PLUM,22,0.5,1,0,FDLR,FLA KEYS
244U,2012,6,22,2,25.2461833,-80.19135,19.8,9.1,8090213,SPGR_LR,4,11,0,48,CHA CAPI,9,2,1,0,FDLR,FLA KEYS
245U,2012,6,22,1,25.2706,-80.1781167,15.5,11.4,8112726,SPGR_LR,4,11,0,115,HAL MACU,8,0.5,3,0,FMLR,FLA KEYS
246U,2012,6,21,2,25.1542667,-80.2438667,21.3,12.2,7992662,SPGR_LR,4,11,0,81,PAR MARM,0,0,1,0,FDLR,FLA KEYS
247U,2012,6,21,2,25.1725,-80.2304167,17.5,9.1,8015172,CONT_LR,4,11,0,221,SER BALD,0,0,1,0,FDLR,FLA KEYS
248U,2012,6,22,2,25.2192333,-80.2047667,22.1,16,8063948,SPGR_LR,4,11,1,161,CHR MULT,11,2,2,1,FMLR,FLA KEYS
249U,2012,6,22,2,25.2332833,-80.1976167,25.3,11.4,8078956,SPGR_LR,4,11,0,161,CHR MULT,7,2.5,2,0,FDLR,FLA KEYS
250U,2012,8,16,2,25.3330667,-80.2188667,3.7,9.1,8037761,ISOL_MR,1,12,0,58,MAL MACR,0,0,1,0,INPR,FLA KEYS
253U,2012,8,20,2,25.4944167,-80.1417333,4.1,6.6,8180350,ISOL_MR,1,12,0,166,STE LEUC,0,0,1,0,INPR,FLA KEYS
257U,2012,9,27,2,25.75155,-80.1073,6.6,7.6,8240493,RUBB_LR,1,12,0,22,STE HISP,0,0,1,0,INPR,FLA KEYS
258U,2012,8,22,2,25.3440333,-80.19515,3.1,12.2,8079017,ISOL_MR,2,12,0,51,CHA STRI,0,0,1,0,MCPR,FLA KEYS
259U,2012,8,7,1,25.38135,-80.17825,4.9,4.7,8112788,ISOL_MR,2,12,0,238,CAN ROST,0,0,1,0,MCPR,FLA KEYS
260U,2012,8,22,2,25.3756333,-80.1761167,3.5,7.6,8116534,ISOL_MR,2,12,0,132,LUT SYNA,0,0,1,0,MCPR,FLA KEYS
261U,2012,8,7,1,25.3683667,-80.1701667,3.2,5.8,8127780,ISOL_MR,2,12,0,227,CAL CALA,0,0,1,0,MCPR,FLA KEYS
262U,2012,8,22,1,25.3435,-80.1736,7.8,12.2,8120267,ISOL_MR,2,12,0,29,OPH MACC,0,0,1,0,MCPR,FLA KEYS
263U,2012,8,22,2,25.3693,-80.1707833,4.4,7.6,8127781,ISOL_MR,2,12,0,182,SPA AURO,5,0.5,1,0,MCPR,FLA KEYS
264U,2012,8,23,2,25.3712,-80.16785,6.3,14.2,8131532,ISOL_MR,2,12,0,182,SPA AURO,5,0.5,1,0,MCPR,FLA KEYS
265U,2012,8,7,1,25.35965,-80.1672667,2,6.9,8131526,ISOL_MR,2,12,0,134,MAL PLUM,0,0,1,0,MCPR,FLA KEYS
266U,2012,8,7,2,25.4163333,-80.1653833,3.5,3.8,8135307,ISOL_MR,2,12,0,100,HAE STRI,0,0,1,0,MCPR,FLA KEYS
267U,2012,8,7,1,25.3877167,-80.1651667,2.3,5.3,8135291,ISOL_MR,2,12,0,169,STE VARI,7,0.5,1,0,MCPR,FLA KEYS
268U,2012,8,7,1,25.3623667,-80.1644167,3.4,5.9,8139027,ISOL_MR,2,12,0,432,RYP MACU,0,0,1,0,MCPR,FLA KEYS
269U,2012,8,7,2,25.3731333,-80.1605167,3,6.1,8146533,ISOL_MR,2,12,0,182,SPA AURO,4,0.5,1,0,MCPR,FLA KEYS
270U,2012,8,23,1,25.3462833,-80.1602333,8.4,22.9,8146518,ISOL_MR,2,12,0,62,HAR JAGU,0,0,1,0,MCPR,FLA KEYS
271U,2012,8,7,2,25.42,-80.1540333,3.2,6.9,8157809,ISOL_MR,2,12,0,415,LAB BUCC,0,0,1,0,MCPR,FLA KEYS
272U,2012,8,21,2,25.4674,-80.1514,4.7,6.6,8161585,ISOL_MR,2,12,0,77,GNA THOM,0,0,1,0,MCPR,FLA KEYS
273U,2012,8,21,1,25.4655,-80.1496,5.2,8.4,8165334,ISOL_MR,2,12,0,37,CAR HIPP,0,0,1,0,MCPR,FLA KEYS
274U,2012,8,21,2,25.45695,-80.15025,6.4,5.5,8165330,ISOL_MR,2,12,0,151,CEN ARGI,0,0,1,0,MCPR,FLA KEYS
275U,2012,8,7,2,25.43355,-80.1497833,3,7.6,8165317,ISOL_MR,2,12,0,392,SCO CARI,0,0,1,0,MCPR,FLA KEYS
276U,2012,8,7,1,25.41145,-80.1473167,5.3,6.1,8169054,ISOL_MR,2,12,0,712,DIO SPE.,0,0,1,0,MCPR,FLA KEYS
277U,2012,8,20,2,25.4834,-80.1390833,4.3,5.3,8184094,ISOL_MR,2,12,0,386,CAR LUGU,0,0,1,0,MCPR,FLA KEYS
279U,2012,8,20,1,25.4995,-80.1378167,4.4,6.1,8187853,ISOL_MR,2,12,0,731,SRR SPE.,0,0,1,0,MCPR,FLA KEYS
280U,2012,8,21,1,25.5139,-80.1351333,6.7,6.9,8191611,ISOL_MR,2,12,0,75,COR PERS,2,0.5,1,0,MCPR,FLA KEYS
281U,2012,8,20,1,25.4863333,-80.13475,6.7,8.4,8191596,ISOL_MR,2,12,0,103,NEO MARI,0,0,1,0,MCPR,FLA KEYS
282U,2012,8,8,2,25.4608,-80.1354167,4.7,5.9,8191582,ISOL_MR,2,12,0,113,HAL BIVI,6,0.125,1,0,MCPR,FLA KEYS
283U,2012,8,22,1,25.3119667,-80.19025,8.1,16.8,8090249,ISOL_MR,3,12,0,113,HAL BIVI,7,0.625,1,0,OFPR,FLA KEYS
284U,2012,8,23,1,25.3368667,-80.1585167,9.4,22.9,8150263,ISOL_MR,3,12,0,107,MYR JACO,0,0,1,0,OFPR,FLA KEYS
285U,2012,8,23,2,25.3219667,-80.1589333,10.8,17.5,8150255,ISOL_MR,3,12,0,171,HET CRUE,0,0,1,0,OFPR,FLA KEYS
286U,2012,8,23,1,25.3460167,-80.1539,6.9,22.9,8157768,ISOL_MR,3,12,0,19,CAN PULL,0,0,1,0,OFPR,FLA KEYS
287U,2012,8,22,2,25.3185833,-80.1842667,4.7,16,8101503,CONT_LR,4,12,0,222,SER TABA,0,0,1,0,FSLR,FLA KEYS
288U,2012,8,21,2,25.5760333,-80.1130167,5.5,13.7,8232896,ISOL_LR,4,12,0,166,STE LEUC,0,0,1,0,FSLR,FLA KEYS
289U,2012,8,8,1,25.4842167,-80.1111833,6.4,6.9,8236595,CONT_LR,4,12,0,62,HAR JAGU,0,0,1,0,FMLR,FLA KEYS
290U,2012,8,21,2,25.5569167,-80.1054,5.6,13,8247885,CONT_LR,4,12,0,408,PHA XENU,0,0,1,0,FSLR,FLA KEYS
291U,2012,8,8,2,25.2939667,-80.1628,21.5,15.2,8142739,SPGR_LR,4,12,0,338,COR PUNC,0,0,1,0,FDLR,FLA KEYS
292U,2012,8,7,1,25.4037833,-80.13015,5,6.9,8202800,CONT_LR,4,12,0,254,MYC TIGR,0,0,1,0,FSLR,FLA KEYS
293U,2012,8,8,2,25.4628333,-80.1268,5.9,8.2,8206583,CONT_LR,4,12,0,316,EPI FLAV,0,0,1,0,FMLR,FLA KEYS
294U,2012,10,17,2,25.5906667,-80.09695,3.2,9.1,8262904,SPGR_HR,4,12,0,385,APO AURO,0,0,1,0,HRRF,FLA KEYS
295U,2012,8,22,2,25.355,-80.1524833,9.3,11.4,8161523,SPGR_LR,4,12,0,316,EPI FLAV,0,0,1,0,FMLR,FLA KEYS
297U,2012,8,21,2,25.5170667,-80.1126167,7.3,12.2,8232863,SPGR_LR,4,12,0,223,SER TIGR,0,0,1,0,FMLR,FLA KEYS
300U,2012,9,14,2,25.7117167,-80.0982333,6.7,7.6,8259221,CONT_LR,4,12,0,408,PHA XENU,0,0,1,0,FMLR,FLA KEYS
301U,2012,8,23,2,25.3470833,-80.1501167,9,17.5,8165269,ISOL_LR,4,12,0,4,MAL VERS,0,0,1,0,FMLR,FLA KEYS
302U,2012,8,21,1,25.5359,-80.1150167,6.6,15.2,8229123,CONT_LR,4,12,0,4,MAL VERS,0,0,1,0,FSLR,FLA KEYS
303U,2012,8,21,1,25.5389333,-80.1131333,6.9,14.5,8232875,ISOL_LR,4,12,0,700,UNK SPE.,0,0,1,0,FMLR,FLA KEYS
304U,2012,8,21,2,25.5594833,-80.1042167,5.2,12.2,8247887,CONT_LR,4,12,0,114,HAL GARN,3.5,0.375,1,0,FSLR,FLA KEYS
305U,2012,8,22,1,25.3529833,-80.14325,12.3,16,8180272,SPGR_LR,4,12,0,9,ACA COER,16,0.5,1,0,FMLR,FLA KEYS
306U,2012,8,22,1,25.3510833,-80.1442667,12.5,13.7,8176521,SPGR_LR,4,12,0,31,BOT LUNA,0,0,1,0,FMLR,FLA KEYS
307U,2012,8,23,2,25.3712833,-80.1386833,7.5,18.3,8187782,SPGR_LR,4,12,0,75,COR PERS,3.5,0.75,1,0,FMLR,FLA KEYS
308U,2012,8,7,1,25.4097167,-80.1282167,6.6,7.6,8206554,SPGR_LR,4,12,0,7,ACA BAHI,11.5,0.125,1,0,FSLR,FLA KEYS
309U,2012,8,21,1,25.5317667,-80.1033,4,13.7,8251621,CONT_LR,4,12,0,105,SEL VOME,0,0,1,0,FSLR,FLA KEYS
310U,2012,8,8,1,25.4991167,-80.10375,14.5,9.9,8251603,SPGR_LR,4,12,0,264,SPH TEST,0,0,1,0,FMLR,FLA KEYS
311U,2012,10,17,1,25.5406333,-80.1002,13.6,11.4,8255376,CONT_LR,4,12,0,105,SEL VOME,0,0,1,0,FMLR,FLA KEYS
312U,2012,10,17,2,25.5746167,-80.0979833,11.9,10.7,8259145,SPGR_LR,4,12,0,167,STE PART,5.5,5.25,1,0,FMLR,FLA KEYS
313U,2012,8,8,1,25.48995,-80.1048833,18.9,9.9,8247848,SPGR_LR,4,12,0,167,STE PART,3,1,1,0,FDLR,FLA KEYS
314U,2012,9,14,2,25.6993,-80.1007667,7.9,4.6,8255464,ISOL_LR,4,12,0,128,LUT CYAN,0,0,1,0,FMLR,FLA KEYS
315U,2012,9,27,2,25.6836333,-80.0971167,8.2,10.7,8262955,ISOL_LR,4,12,0,228,CAL PENN,0,0,1,0,FMLR,FLA KEYS
316U,2012,10,3,1,25.6508333,-80.09455,9.3,11.4,8266687,CONT_LR,4,12,0,155,POM ARCU,20,0.5,1,0,FMLR,FLA KEYS
317U,2012,10,3,2,25.6124,-80.0946667,9,10.7,8266666,SPGR_LR,4,12,0,8,ACA CHIR,12,1,1,0,FMLR,FLA KEYS
319U,2012,10,3,2,25.6091833,-80.0928333,11.3,12.2,8270414,CONT_LR,4,12,0,421,ECH NEUC,0,0,1,0,FMLR,FLA KEYS
320U,2012,10,17,1,25.5585333,-80.09375,25.9,12.2,8270386,SPGR_LR,4,12,0,172,GIN CIRR,0,0,1,0,FDLR,FLA KEYS
321U,2012,9,27,2,25.6975667,-80.0900833,12.3,13.7,8274213,ISOL_LR,4,12,0,204,HYP CHLO,0,0,1,0,FMLR,FLA KEYS
322U,2012,9,27,1,25.6924167,-80.0896667,12,13.7,8274210,CONT_LR,4,12,0,58,MAL MACR,0,0,1,0,FMLR,FLA KEYS
323H,2012,8,8,2,25.3120167,-80.1524333,26.7,15.2,8161499,ISOL_LR,4,12,0,53,ACA ASPE,0,0,1,0,FDLR,FLA KEYS
323U,2012,8,8,1,25.3120333,-80.1524333,29.1,13.7,8161499,SPGR_LR,4,12,0,128,LUT CYAN,0,0,1,0,FDLR,FLA KEYS
324U,2012,9,27,1,25.6859,-80.0933167,11.4,12.2,8266707,SPGR_LR,4,12,0,169,STE VARI,5,1,1,0,FMLR,FLA KEYS
325U,2012,9,14,1,25.74925,-80.0918,13.9,11.4,8270492,ISOL_LR,4,12,0,60,PAR MARN,0,0,1,0,FMLR,FLA KEYS
326U,2012,9,14,1,25.7183,-80.0898833,17.2,13,8274225,SPGR_LR,4,12,0,139,GYM MORI,0,0,1,0,FMLR,FLA KEYS
327U,2012,10,10,1,24.6161667,-81.3915167,2.4,7.6,5817363,ISOL_MR,1,8,18,29,OPH MACC,0,0,1,1,INPR,FLA KEYS
329U,2012,8,14,1,24.5516667,-81.6904167,2.9,5,5251078,ISOL_MR,1,8,20,89,HAE ALBU,0,0,1,1,INPR,FLA KEYS
330U,2012,8,14,2,24.5552333,-81.68255,3.4,7.6,5266080,ISOL_MR,1,8,20,449,CHI ATIN,0,0,1,1,INPR,FLA KEYS
331U,2012,8,13,1,24.5053667,-81.7209,4.4,5,5191052,ISOL_MR,2,8,20,449,CHI ATIN,0,0,1,1,MCPR,FLA KEYS
332U,2012,8,13,2,24.5066,-81.7097,5.6,4.9,5213553,ISOL_MR,2,8,20,190,EQU PUNC,0,0,1,1,MCPR,FLA KEYS
333U,2012,8,13,2,24.5056833,-81.7103,6.7,5,5213552,ISOL_MR,2,8,20,167,STE PART,2,0.5,1,1,MCPR,FLA KEYS
334U,2012,8,17,1,24.5255,-81.6906667,4.9,5,5251063,ISOL_MR,2,8,20,428,GRA LORE,0,0,1,1,MCPR,FLA KEYS
336U,2012,9,26,1,24.5675333,-81.3882333,6.4,4.9,5824836,ISOL_MR,3,8,17,703,JEN SPE.,0,0,1,1,OFPR,FLA KEYS
337U,2012,9,26,2,24.5653333,-81.3919667,7.6,5.3,5817335,ISOL_MR,3,8,17,261,SPH GUAC,0,0,1,1,OFPR,FLA KEYS
338U,2012,9,26,1,24.5686167,-81.3836667,8.2,5.3,5832337,ISOL_MR,3,8,17,93,HAE FLAV,0,0,1,1,OFPR,FLA KEYS
